UF,feriados,feriado,nota,data,cidade_uf,lat,lon
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,"01/10/2025 -  Dia de Santa Teresinha do Menino Jesus, Padroeira do Município"," Dia de Santa Teresinha do Menino Jesus, Padroeira do Município",,2025-10-01,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,25/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-25,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,25/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-25,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Miracema do Tocantins - TO,-9.5616975,-48.3900277
TO,25/12/2025 - Natal,Natal,,2025-12-25,Miranorte - TO,-9.5371695,-48.5909787
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Miranorte - TO,-9.5371695,-48.5909787
TO,08/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-08,Miranorte - TO,-9.5371695,-48.5909787
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Miranorte - TO,-9.5371695,-48.5909787
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Miranorte - TO,-9.5371695,-48.5909787
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Miranorte - TO,-9.5371695,-48.5909787
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Miranorte - TO,-9.5371695,-48.5909787
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Miranorte - TO,-9.5371695,-48.5909787
TO,13/06/2025 - Dia de Santo Antônio,Dia de Santo Antônio,,2025-06-13,Miranorte - TO,-9.5371695,-48.5909787
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Miranorte - TO,-9.5371695,-48.5909787
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Miranorte - TO,-9.5371695,-48.5909787
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Miranorte - TO,-9.5371695,-48.5909787
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Miranorte - TO,-9.5371695,-48.5909787
TO,25/12/2025 - Natal,Natal,,2025-12-25,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Monte do Carmo - TO,-10.7647456,-48.1121813
TO,25/12/2025 - Natal,Natal,,2025-12-25,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Monte Santo do Tocantins - TO,-10.0051944,-48.9927531
TO,25/12/2025 - Natal,Natal,,2025-12-25,Natividade - TO,-11.613585,-47.7467147
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Natividade - TO,-11.613585,-47.7467147
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Natividade - TO,-11.613585,-47.7467147
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Natividade - TO,-11.613585,-47.7467147
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Natividade - TO,-11.613585,-47.7467147
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Natividade - TO,-11.613585,-47.7467147
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Natividade - TO,-11.613585,-47.7467147
TO,16/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-16,Natividade - TO,-11.613585,-47.7467147
TO,15/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-15,Natividade - TO,-11.613585,-47.7467147
TO,01/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-01,Natividade - TO,-11.613585,-47.7467147
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Natividade - TO,-11.613585,-47.7467147
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Natividade - TO,-11.613585,-47.7467147
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Natividade - TO,-11.613585,-47.7467147
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Natividade - TO,-11.613585,-47.7467147
TO,25/12/2025 - Natal,Natal,,2025-12-25,Pium - TO,-10.05205,-49.766445
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Pium - TO,-10.05205,-49.766445
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Pium - TO,-10.05205,-49.766445
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Pium - TO,-10.05205,-49.766445
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Pium - TO,-10.05205,-49.766445
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Pium - TO,-10.05205,-49.766445
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Pium - TO,-10.05205,-49.766445
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Pium - TO,-10.05205,-49.766445
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Pium - TO,-10.05205,-49.766445
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Pium - TO,-10.05205,-49.766445
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Pium - TO,-10.05205,-49.766445
TO,25/12/2025 - Natal,Natal,,2025-12-25,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Porto Alegre do Tocantins - TO,-11.6070802,-47.052627
TO,25/12/2025 - Natal,Natal,,2025-12-25,Sucupira - TO,-11.9879241,-48.9117044
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Sucupira - TO,-11.9879241,-48.9117044
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Sucupira - TO,-11.9879241,-48.9117044
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Sucupira - TO,-11.9879241,-48.9117044
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Sucupira - TO,-11.9879241,-48.9117044
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Sucupira - TO,-11.9879241,-48.9117044
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Sucupira - TO,-11.9879241,-48.9117044
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Sucupira - TO,-11.9879241,-48.9117044
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Sucupira - TO,-11.9879241,-48.9117044
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Sucupira - TO,-11.9879241,-48.9117044
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Sucupira - TO,-11.9879241,-48.9117044
TO,25/12/2025 - Natal,Natal,,2025-12-25,Taguatinga - TO,-12.4051488,-46.436328
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Taguatinga - TO,-12.4051488,-46.436328
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Taguatinga - TO,-12.4051488,-46.436328
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Taguatinga - TO,-12.4051488,-46.436328
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Taguatinga - TO,-12.4051488,-46.436328
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Taguatinga - TO,-12.4051488,-46.436328
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Taguatinga - TO,-12.4051488,-46.436328
TO,10/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-10,Taguatinga - TO,-12.4051488,-46.436328
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Taguatinga - TO,-12.4051488,-46.436328
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Taguatinga - TO,-12.4051488,-46.436328
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Taguatinga - TO,-12.4051488,-46.436328
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Taguatinga - TO,-12.4051488,-46.436328
TO,25/12/2025 - Natal,Natal,,2025-12-25,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Taipas do Tocantins - TO,-12.193349,-46.9918003
TO,25/12/2025 - Natal,Natal,,2025-12-25,Tupirama - TO,-8.9746528,-48.1887392
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Tupirama - TO,-8.9746528,-48.1887392
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Tupirama - TO,-8.9746528,-48.1887392
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Tupirama - TO,-8.9746528,-48.1887392
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Tupirama - TO,-8.9746528,-48.1887392
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Tupirama - TO,-8.9746528,-48.1887392
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Tupirama - TO,-8.9746528,-48.1887392
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Tupirama - TO,-8.9746528,-48.1887392
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Tupirama - TO,-8.9746528,-48.1887392
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Tupirama - TO,-8.9746528,-48.1887392
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Tupirama - TO,-8.9746528,-48.1887392
TO,25/12/2025 - Natal,Natal,,2025-12-25,Tupiratins - TO,-8.3996247,-48.1299635
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Tupiratins - TO,-8.3996247,-48.1299635
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Tupiratins - TO,-8.3996247,-48.1299635
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Tupiratins - TO,-8.3996247,-48.1299635
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Tupiratins - TO,-8.3996247,-48.1299635
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Tupiratins - TO,-8.3996247,-48.1299635
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Tupiratins - TO,-8.3996247,-48.1299635
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Tupiratins - TO,-8.3996247,-48.1299635
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Tupiratins - TO,-8.3996247,-48.1299635
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Tupiratins - TO,-8.3996247,-48.1299635
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Tupiratins - TO,-8.3996247,-48.1299635
TO,25/12/2025 - Natal,Natal,,2025-12-25,Porto Nacional - TO,-10.7019786,-48.4110952
TO,20/11/2025 - Dia da Consciência Negra,Dia da Consciência Negra,,2025-11-20,Porto Nacional - TO,-10.7019786,-48.4110952
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Porto Nacional - TO,-10.7019786,-48.4110952
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Porto Nacional - TO,-10.7019786,-48.4110952
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Porto Nacional - TO,-10.7019786,-48.4110952
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Porto Nacional - TO,-10.7019786,-48.4110952
TO,24/09/2025 - Feriado Municipal,Feriado Municipal,,2025-09-24,Porto Nacional - TO,-10.7019786,-48.4110952
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Porto Nacional - TO,-10.7019786,-48.4110952
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Porto Nacional - TO,-10.7019786,-48.4110952
TO,13/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-13,Porto Nacional - TO,-10.7019786,-48.4110952
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Porto Nacional - TO,-10.7019786,-48.4110952
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Porto Nacional - TO,-10.7019786,-48.4110952
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Porto Nacional - TO,-10.7019786,-48.4110952
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Porto Nacional - TO,-10.7019786,-48.4110952
TO,25/12/2025 - Natal,Natal,,2025-12-25,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Santa Terezinha do Tocantins - TO,-6.4356048,-47.673061
TO,25/12/2025 - Natal,Natal,,2025-12-25,Praia Norte - TO,-29.346085,-49.7360748
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Praia Norte - TO,-29.346085,-49.7360748
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Praia Norte - TO,-29.346085,-49.7360748
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Praia Norte - TO,-29.346085,-49.7360748
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Praia Norte - TO,-29.346085,-49.7360748
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Praia Norte - TO,-29.346085,-49.7360748
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Praia Norte - TO,-29.346085,-49.7360748
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Praia Norte - TO,-29.346085,-49.7360748
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Praia Norte - TO,-29.346085,-49.7360748
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Praia Norte - TO,-29.346085,-49.7360748
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Praia Norte - TO,-29.346085,-49.7360748
TO,25/12/2025 - Natal,Natal,,2025-12-25,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Presidente Kennedy - TO,-27.3565568,-53.3968768
TO,25/12/2025 - Natal,Natal,,2025-12-25,Pugmil - TO,-10.4255161,-48.8969824
TO,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Pugmil - TO,-10.4255161,-48.8969824
TO,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Pugmil - TO,-10.4255161,-48.8969824
TO,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Pugmil - TO,-10.4255161,-48.8969824
TO,05/10/2025 - Aniversário de Tocantins,Aniversário de Tocantins,,2025-10-05,Pugmil - TO,-10.4255161,-48.8969824
TO,08/09/2025 - Padroeira de Tocantins,Padroeira de Tocantins,,2025-09-08,Pugmil - TO,-10.4255161,-48.8969824
TO,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Pugmil - TO,-10.4255161,-48.8969824
TO,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Pugmil - TO,-10.4255161,-48.8969824
TO,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Pugmil - TO,-10.4255161,-48.8969824
